,text,Song,Album,Text_lenght,Year
454,"
It's like this and like that and like this...

I'm the illest rapper to hold the cordless, patrolling corners
Looking for hookers to punch in the mouth with a roll of quarters
I'm meaner in action than Roscoe beating James Todd Sr and smackin' his back with vacuum cleaner attachments
I grew up in a wild hood, as a hazardous youth
With a fucked up childhood that I used as an excuse
And ain't shit changed, I kept the same mindstate since the third time that I failed 9th grade
You probably think that I'm a negative person, don't be so sure of it
I don't promote violence, I just encourage it
I laugh at the sight of death as I fall down a cement flight of steps and land inside a bed of spider webs
So throw caution to the wind
You and a friend can jump off of a bridge, and if you live, do it again
Shit, why not? Blow your brain out, I'm blowin' mine out
Fuck it, you only live once</p>
]",hazardous youth a cappella version,,894,
455,"
Step by step, heart to heart
Left right left, we all fall down like toy soldiers
Bit by bit, torn apart
We never win, but the battle wages on for toy soldiers

I'm supposed to be the soldier, who never blows his composure
Even though I hold the weight of the whole world on my shoulders
I ain't never supposed to show it, my crew ain't supposed to know it
Even if it means going toe to toe with a Benzino
It don't matter I'd never drag them in battles that I can handle
'less I absolutely have to, I'm supposed to set an example
I need to be the leader, my crew looks for me to guide 'em
If some shit ever does pop off, I'm supposed to be beside 'em
That Ja shit, I tried to squash it, it was too late to stop it
There's a certain line you just don't cross and he crossed it
I heard him say Hailie's name on a song and I just lost it
It was crazy, the shit went way beyond some Jay-Z and Nas shit
And even though the battle is won I feel like we lost it
I spent so much energy on it, honestly I'm exhausted
And I'm so caught in it, I almost feel I'm the one who caused it
This ain't what I'm in hip hop for, it's not why I got in it
That was never my object, for someone to get killed
Why would I want to destroy something I helped build?
It wasn't my intentions, my intentions were good
I went through my whole career without ever mentioning *Suge*
And that was just outta respect, for not running my mouth
And talking about something that I knew nothing about
Plus Dre told me stay out, this just wasn't my beef
So I did, I just fell back, watched and gritted my teeth
While he's all over TV, down talking the man
Who literally saved my life, like fuck it I understand
This is business, and this shit just isn't none of my business
I'm still knowing this shit could pop off at any minute, because

There used to be a time when, you could just say a rhyme and
Wouldn't have to worry about one of your people dying
But now it's elevated, cause once you put someone's kids in it
The shit gets escalated, it ain't just words no more is it?
It's a different ball game, you call names and you ain't just rapping
We actually tried to stop the 50 and Ja beef from happening
Me and Dre had sat with him, kicked it and had a chat with him
And asked him not to start it, he wasn't going to go after him
Until Ja started yapping in magazines how he stabbed him
Fuck it, 50 smash him, mash him and let him have it
Meanwhile my attention's pulled in another direction
Some receptionist at the Source who answers phones at his desk
Has an erection for me and thinks that I'll be his resurrection
Tries to blow the dust off his mic and make a new record
But now he's fucked the game up, cause one of the ways I came up
Was through that publication, the same one that made me famous
Now the owner of it has got a grudge against me for nothing?
Well fuck it, that mothafucka could get it too, fuck him then
But I'm so busy being pissed off, I don't stop to think
That we just inherited 50's beef with Murder Inc
And he's inherited mine, which is fine, ain't like either of us mind
We still have soldiers that's on the front line
That's willing to die for us as soon as we give the orders
Never to extort us, strictly to show they support us
And maybe shout 'em out in a rap or up in the To show 'em we love 'em back and let them know how important it is
To have Runyon Avenue soldiers up in our corners
Their loyalty to us is worth more than any award is
But I ain't tryna have none of people hurt or murdered
It ain't worth it, I can't think of a perfecter way to word it
Than to just say that I love y'all too much to see the verdict
I'll walk away from it all 'fore I let it go any further
But don't get it twisted, it's not a plea that I'm copping
I'm just willing to be the bigger man if y'all can quit popping
Off at your jaws well then I can, cause frankly I'm sick of talking
I'm not going to let someone else's coffin rest on my conscience cause</p>
]",like toy soldiers single version explicit,,3945,
456,"
(Yo) His palms are sweaty, knees weak, arms are heavy
There's vomit on his sweater already, mom's spaghetti
He's nervous, but on the surface he looks calm and ready
To drop bombs, but he keeps on forgetting

What he wrote down, the whole crowd goes so loud
He opens his mouth, but the words won't come out
He's chokin' how, everybody's jokin' now
The clocks runs out, time's up, over, blow

Snap back to reality, oh, there goes gravity, oh
There goes rabbit, he choked, he's so mad but he won't
Give up that easy no, he won't have it he knows
His whole back's to these ropes, it don't matter he's dope

He knows that but he's broke, he's so stagnant he knows
When he goes back to his mobile home, that's when it's
Back to the lab again yo, this whole rhapsody
He better go capture this moment and hope it don't pass him

You better lose yourself in the music, the moment
You own it, you better never let it go
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime

You better lose yourself in the music, the moment
You own it, you better never let it go
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime (You better)

His soul's escaping through this hole that is gaping
This world is mine for the taking, make me king
As we move toward a new world order
A normal life is boring, but super-stardom's

Close to postmortem, it only grows harder
Only grows hotter, he blows us all over
These hoes is all on him, coast to coast shows
He's known as the Globetrotter, lonely roads God only

Knows he's grown farther from home, he's no father
He goes home, and barely knows his own daughter
But hold your nose, 'cause here goes the cold water
These hoes don't want him no mo', he's cold product

They moved on to the next schmoe who flows
He nose dove and sold nada, so the soap opera
Is told and unfolds, I suppose it's old partner
But the beat goes on, da da dum da dum da da da dum

You better lose yourself in the music, the moment
You own it, you better never let it go
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime

You better lose yourself in the music, the moment
You own it, you better never let it go
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime (You better)

No more games, I'm a change what you call rage
Tear this motherfuckin' roof off, like two dogs caged
I was playin' in the beginnin', the mood all changed
I been chewed up and spit out and booed off stage

But I kept rhymin' and stepped right in the next cipher
Best believe somebody's payin' the Pied Piper
All the pain inside amplified by the
Fact that I can't get by with my nine to five

And I can't provide the right type of
Life for my family, 'cause man these stupid
Food stamps don't buy diapers
And there's no movie, there's no Mekhi Phifer, this is my life

And these times are so hard, and it's getting even harder
Tryin' to feed and water my seed, plus teeter-totter
Caught up between bein' a father and a Prima Donna
Baby mama drama screamin' on and too much for me to wanna

Stay in one spot, another day of monotony
Has gotten me to the point I'm like a snail I've got
To formulate a plot or end up in jail or shot
Success is my only motherfuckin' option, failure's not

Mom I love you, but this trailer's got to go
I cannot grow old in Salem's Lot
So here I go, it's my shot, feet fail me not
This may be the only opportunity that I got

You better lose yourself in the music, the moment
You own it, you better never let it go
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime

You better lose yourself in the music, the moment
You own it, you better never let it go
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime (You better)</p>
]",lose yourself instrumental version,,3901,
457,"
Now everybody from the 313
Put your motherfucking hands up and follow me
Everybody from the 313
Put your motherfucking hands up
Look Look

Now while he stands tough
Notice that this man did not have his hands up
This free world got you gased up
Now who's afraid of the big bad wolf

1, 2, 3 and to the 4
1 pac, 2 pac, 3 pac, 4
4 pac, 3 pac, 2 pac, 1
You're pac, he's pac, no pacs, none

This guy ain't no mother-fucking MC,
I know everything he's got to say against me,
I am white, I am a fucking bum, I do live in a trailer with my mom,
My boy Future is an Uncle Tom.
I do got a dumb friend named Cheddar Bob who shoots
himself in the leg with his own gun,
I did get jumped by all 6 of you chumps
And Wink did fuck my girl,
I'm still standing here screaming ""FUCK THE FREE WORLD!""
Don't ever try to judge me dude
You don't know what the fuck I've been through

But I know something about you
You went to Cranbrook, that's a private school
What's the matter dawg? You embarrassed?
This guy's a gangster? he's real name's Clarence

And Clarence lives at home with both parents
And Clarence's parents have a real good marriage
This guy don't wanna battle, He's shook
'Cause there no such things as half-way crooks
He's scared to death
He's scared to look in his fucking yearbook, fuck Cranbrook

Fuck the beat, I go acapella
Fuck a papa doc, fuck a clock, fuck a trailer, fuck everybody
Fuck y'all if you doubt me
I'm a piece of fucking white trash, I say it proudly
And fuck this battle, I don't wanna win, I'm outty,
Here, tell these people something they don't know about me.</p>
]",rap olympics final battle,,1583,
458,"
Music

Reality
Sometimes it's hard to tell the difference
But we as entertainers have a responsibility, to these kids
Sike!

If I were to die murdered in cold blood tomorrow

Would you feel sorrow or show love
Or would it matter
Can never be the lead-off batter of things
Shit for me to feed off
I'm see-saw battlin
But theres way too much at stake for me to be fake
There's too much on my plate
And I came way too far in this game to turn and walk away
And not say what I got to say
What the fuck you take me for? a joke? you smokin crack?
Before I do that, I beg Mariah to take me back
I get up 'for i get down, run myself in the ground, 'for I put some wack shit out
I'm tryin-a smack this one out the park, five-thousand mark
Ya'll steady tryin to drown the shark
Ain't gonna do nothin but piss me off
Lid to the can of whoop ass, just twist me off
See me leap out, pull the piece out, fuck shootin i'm just trying to knock his teeth out
Fuck with me now, bitch, let's see you freestyle
Talk is cheap, motherfucker if you're really feeling froggish, leap
Yo slim, you gonna let him get away with that?
He tried to play you, you can't let him skate with that
Man I hate this crap, this ain't rap,
This is crazy the way we act
When we confuse hip-hop with real life when the music stops

There ain't no getting rid of McVeigh
If so you woulda tried

The only way I'm leavin this bitch is suicide
I have died clinically, arrived back at my enemy's crib with hennesy,
Got drunk then I finished he
I'm every nigga's favorite arch-enemy.
Physically fitted to be the most dangerous nigga with beef
I spark willingly with a dillinger in the dark dilligently
I'm not what you think
I appear to be fucked up
Mentally endangered
I can't stay away from a razor
I just want my face in a paper
I wish a nigga had a grenade to squeeze tight to awake neighbors for acres
I murder you
Danger had me turned into a mad man, son of sam, bitch, I'm surgical
I'l allergic to dyin, you think not? you got balls? We can see how large
When the music stops

I was happy having a deal at first,
Thought money would make me happy but
It only made my pain worst,

It hurts when u see ur friends turn their back on u dawg
When u ain't got nothing left but ur word and ur balls
And you're stressed from the calls of your new friends
Beggin' with they hands out
Checking for ur record when its selling
When it aint, that's the end, no laughs
No friends no girl
Just the gin u drink till u car spin u then
Damn!
U slam into the wall and u fall
Out the car, trying to crawl with one arm
About to lose it all in a pool of alcohol
If my funeral's tomorrow, wonder if they would even call when the music stops
Let's see how many of your men loyal,
When i pull up looking for you,

With a pistol sipping on a can of pennzoil
I'm revved up, who said what would lead bust ur head would just explode
With red stuff i'm hand cuffed tossed in the paddy wagon
Braggin about how u shot it like a coward, bullets devour you showered you

Niggars, if i was u niggas, i'll run while given the chance
Understand i can enchance the spirit of man
Death itself, it can't hurt me, just the thought of dying alone that really
Irks me, u ain't worthy to speak thoughts of cheap talk
Be smart and stop trying to walk how g's walk before we spark
Hug the floor while we plan to the war with ur life, fuck the tour and the mic
I'll rather fuck a whore with a knife, deliver that shit the coroner's like
You high hype poppin' shit in broad day light nigga ur a gonna at night
When The Music Stops
Instigators, turn pits in cages

Let loose and bit the neighbours

wrist to razors
Ya'll don't want war, you want talk
In the dark my dogs all bark like woof
Proof nigga I'm a wolf, get your whole roof

Caved in like reindeer hoofs

Stomped the roof shake the floor tiles loose
The more ya'll breach, the more I moves
This hill street, this is hardcore blues
Put a gun to rap checking all our jewels (nigga)
Or make the news betcha all ya'll move
When the uzi pop, you better drop when the music stop
Music's changed my life in so many ways

Brains confused and fucked since the 5th grade
LL told me to rock the bells
NWA said fuck the police
Now i'm in jail
93 was strictly R&amp;B
Fucked up hair cut
Listen to Jodeci

Michael Jackson, who gonna tell me I ain't Mike
Ass cheeks painted white
Fucking Presilla at night
Flying down sunset smoking crack
Transvestite in the front
Eddi Murphy in the back
MOP had me grindy and griddy
Marilyn Manson, i dyed my hair blue
And grew some titties
Ludacris told me to throw them bowls
Now i'm in the hospital
Broken nose and a fractured elbow
Voices in my head, i'm going in shock,
I'm reaching for the glock but the music stops</p>
]",when the music stop,,4718,
459,"
Now everybody from the 313
Put your motherfucking hands up and follow me
Everybody from the 313
Put your motherfucking hands up
Look Look

Now while he stands tough
Notice that this man did not have his hands up
This free world got you gased up
Now who's afraid of the big bad wolf

1, 2, 3 and to the 4
1 pac, 2 pac, 3 pac, 4
4 pac, 3 pac, 2 pac, 1
You're pac, he's pac, no pacs, none

This guy ain't no mother-fucking MC,
I know everything he's got to say against me,
I am white, I am a fucking bum, I do live in a trailer with my mom,
My boy Future is an Uncle Tom.
I do got a dumb friend named Cheddar Bob who shoots
himself in the leg with his own gun,
I did get jumped by all 6 of you chumps
And Wink did fuck my girl,
I'm still standing here screaming ""FUCK THE FREE WORLD!""
Don't ever try to judge me dude
You don't know what the fuck I've been through

But I know something about you
You went to Cranbrook, that's a private school
What's the matter dawg? You embarrassed?
This guy's a gangster? he's real name's Clarence

And Clarence lives at home with both parents
And Clarence's parents have a real good marriage
This guy don't wanna battle, He's shook
'Cause there no such things as half-way crooks
He's scared to death
He's scared to look in his fucking yearbook, fuck Cranbrook

Fuck the beat, I go acapella
Fuck a papa doc, fuck a clock, fuck a trailer, fuck everybody
Fuck y'all if you doubt me
I'm a piece of fucking white trash, I say it proudly
And fuck this battle, I don't wanna win, I'm outty,
Here, tell these people something they don't know about me.</p>
]",rap olympics final battle,,1583,
460,"
I'm not afraid to take a stand
Everybody come take my hand
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just let you know that, you're not alone
Holla if you feel that you've been down the same road

Yeah, It's been a ride...
I guess I had to go to that place to get to this one
Now some of you might still be in that place
If you're trying to get out, just follow me
I'll get you there

You can try and read my lyrics off of this paper before I lay 'em
But you won't take this thing out these words before I say 'em
Cause ain't no way I'm let you stop me from causing mayhem
When I say 'em or do something I do it, I don't give a damn
What you think, I'm doing this for me, so fuck the world
Feed it beans, it's gassed up, if a thing's stopping me
I'mma be what I set out to be, without a doubt undoubtedly
And all those who look down on me I'm tearing down your balcony
No if ands or buts don't try to ask him why or how can he
From Infinite down to the last Relapse album he's still shit'n
Whether he's on salary, paid hourly
Until he bows out or he shit's his bowels out of him
Whichever comes first, for better or worse
He's married to the game, like a fuck you for christmas
His gift is a curse, forget the earth he's got the urge
To pull his dick from the dirt and fuck the universe

I'm not afraid to take a stand
Everybody come take my hand
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just let you know that, you're not alone
Holla if you feel that you've been down the same road

Ok quit playin' with the scissors and shit, and cut the crap
I shouldn't have to rhyme these words in the rhythm for you to know it's a rap
You said you was king, you lied through your teeth
For that fuck your fillings, instead of getting crowned you're getting capped
And to the fans, I'll never let you down again, I'm back
I promise to never go back on that promise, in fact
Let's be honest, that last Relapse CD was ""ehhhh""
Perhaps I ran them accents into the ground

Relax, I ain't going back to that now
All I'm tryna say is get back, click-clack BLAOW
Cause I ain't playin' around
There's a game called circle and I don't know how
I'm way too up to back down
But I think I'm still tryna figure this crap out
Thought I had it mapped out but I guess I didn't
This fucking black cloud still follow's me around
But it's time to exercise these demons
These motherfuckers are doing jumping jacks now!

I'm not afraid to take a stand
Everybody come take my hand
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just let you know that, you're not alone
Holla if you feel that you've been down the same road

And I just can't keep living this way
So starting today, I'm breaking out of this cage
I'm standing up, Imma face my demons
I'm manning up, Imma hold my ground
I've had enough, now I'm so fed up
Time to put my life back together right now

It was my decision to get clean, I did it for me
Admittedly I probably did it subliminally for you
So I could come back a brand new me, you helped see me through
And don't even realise what you did, believe me you
I been through the ringer, but they can do little to the middle finger
I think I got a tear in my eye, I feel like the king of
My world, haters can make like bees with no stingers, and drop dead
No more beef flingers, no more drama from now on, I promise
To focus soley on handling my responsibility's as a father
So I solemnly swear to always treat this roof like my daughters and raise it
You couldn't lift a single shingle on it
Cause the way I feel, I'm strong enough to go to the club
Or the corner pub and lift the whole liquor counter up
Cause I'm raising the bar, I shoot for the moon
But I'm too busy gazing at stars, I feel amazing and

I'm not afraid to take a stand
Everybody come take my hand
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just let you know that, you're not alone
Holla if you feel that you've been down the same road</p>
]",not afraid live at t in the park,,4040,
461,"
I'm gonna kill this bitch
I'm a kill him
I'm going to fuckin' jail
'Cuz I'm gonna kill this bitch
Yo man
What?
I don't know
I gotta really, really bad feelin' about this
Man would you shut the fuck up
You always gotta bad feelin' man
That's her car right there
Aight let me park
Just park
I'm parkin'
Fuckin', turn the car off dog
Aight
Aight we wait
We wait for what?
We wait until she comes out
And then I'm gonna fuckin' kill her
Man, you ain't gonna kill no one
What the fuck did you bring that for?
Man shut the fuck up dog
Just shut up, the fuckin' clip is empty
Man, don't point that shit at me
It's not even loaded bitch, look
Dude, God I fuckin' hate it when you do that shit
Yea, but it's funny as fuck
Muthafucka I'm gonna kill you
One of these days, I swear
Gets you every time
Is that her?
Where?
Right there mothafucka
Ooh, yeah
Aight get down, get down
Fuck, what you doing to her?
Get down
What the fuck you want me to get under the car?
Yo, who she walkin' with?
How the fuck am I suppose to know?
You told me to duck down
It's the fuckin' bouncer
Did she just kiss him?
I don't think so
Dog, she just fuckin' kissed him
No she didn't
She's kissin' him dog
No she's not
Oh shit
Come on
Mutherfucker
No</p>
]",the kiss skit,,1225,
462,"
Shady, Aftermath
There she goes shaking that ass on the floor
Bumpin' and grindin' that pole
The way she's grindin' that pole
I think I'm losing control

Get buzzed, get drunk, get crunked, get fucked up
Hit the strip club don't forget ones get your dick rubbed
Get fucked, get sucked, get wasted, shit faceted
Pasted, blasted, puke drink up, get a new drink
Hit the bathroom sink, throw up
Wipe your shoe clean, got a routine
Knowin' still got a few chunks on them shoestrings
Showin I was dehydrated till the beat vibrated
I was revibed as soon as this bitch gyrated
'em hips and licked them lips and that was it
I had to get nate dogg here to sing some shit

(Nate dogg)
Two to the one from the one to the three
I like good pussy and I like good trees
Smoke so much weed you wouldn't believe
And I get more ass than a toilet seat
Three to the one from the one to the three
I met a bad bitch last night in the D
Let me tell you how I made her leave with me
Conversation and Hennessey
I've been to the motherfuckin' mountain top
Heard motherfuckers talk, seen em drop
If I ain't got a weapon I'ma pick up a rock
And when I bust yo ass I'm gon' continue to rock
Getcha ass of the wall with your two left feet
It's real easy just follow the beat
Don't let that fly girl pass you by
Look real close 'cause strobe lights lie

We 'bout to have a party (turn the music up)
Let's get it started (go head shake your butt)
I'm lookin' for a girl with a body and a sexy strut
Wanna get it poppin' baby step right up
Some girls they act retarded
Some girls are 'bout it 'bout it
I'm lookin' for a girl that will do whatever the fuck
I say everyday she be givin' it up

Shake that ass for me, shake that ass for me
Come on girl, shake that ass for me, shake that ass for me
Ohh girl, shake that ass for me, shake that ass for me
Come on girl, shake that ass for me, shake that ass for me
I'm a menace, a dentist, an oral hygienist

Open your mouth for about four or five minutes
Take a little bit of this fluoride rinse
Swish but don't spit it, swallow and I'll finish
Yeah me and nate d-o double g
Looking for a couple bitches with some double d's
Pop a little champagne and a couple e's
Slip it in her bubbley, we finna finna have a party
Have a party (turn the music up)
Let's get it started (go head shake your butt)

I'm lookin' for a girl I can fuck in my hummer truck
Apple bottom jeans and a big ol butt
Some girls they act retarded
Some girls are 'bout it 'bout it
I want a bitch that sit at the crib with no panties on
Knows that she can, but she won't say no
Now look at this lady all in front of me, sexy as can be
Tonight I want a slut, would you be mine?
Heard you was freaky from a friend of mine
Now I'ma hope you don't get mad at me
But I told nate you was a freak
He said he wants a slut, hope you don't mind

I told him how you like it from behind
Shake that ass for me, shake that ass for me
Come on girl, shake that ass for me, shake that ass for me
Ohh girl, shake that ass for me, shake that ass for me
Come on girl, shake that ass for me, shake that ass for me

We 'bout to have a party (turn the music up)

Let's get it started (go head shake your butt)
I'm lookin' for a girl with a body and a sexy strut
Wanna get it poppin' baby step right up
Some girls they act retarded
Some girls are 'bout it 'bout it
I'm lookin' for a girl that will do whatever the fuck
I say everyday she be givin' it up
There she goes, shaking that ass on the floor
Bumpin' and grindin' that pole
The way she's grindin' that pole
I think I'm losing control
C'mon, I ain't leaving without you, bitch, your comin' home with me
And my boy, and his boy, and hid boy and his girl... nate dogg</p>
]",shake that,,3685,
463,"
Where's my snare?
I have no snare on my headphones
There you go, yeah, yo yo

Have you ever been hated or discriminated against?
I have, I've been protested and demonstrated against
Picket signs for my wicked rhymes, look at the times
Sick as the mind of the motherfucking kid that's behind

All this commotion, emotions run deep as oceans explodin'
Tempers flarin' from parents just blow 'em off and keep goin'
Not takin' nothin' from no one, give 'em hell long as I'm breathin'
Keep kickin' ass in the mornin' and takin' names in the evenin'

Leaving with a taste as sour as vinegar in their mouth
See they can trigger me but they'll never figure me out
Look at me now, I betcha probably sick of me now
Ain't you mama? I 'ma make you look so ridiculous now

I'm sorry mama, I Never meant to hurt you
I Never meant to make you cry
But tonight, I'm cleanin' out my closet
One more time

I said, ""I'm sorry mama, I Never meant to hurt you
I Never meant to make you cry
But tonight I'm cleanin out my closet, ha""

I got some skeletons in my closet and I don't know if no one knows it
So before they throw me inside my coffin and close it
I'm a expose it, I'll take you back to '73
Before I ever had a multi-platinum sellin' CD

I was a baby maybe I was just a couple of months
My faggot father must've had his panties up in a bunch
'Cause he split, I wonder if he even kissed my goodbye
No I don't, on second thought I just fuckin' wished he would die

I look at Hailie and I couldn't picture leaving her side
Even if I hated Kim, I'd grit my teeth and I'd try to make it work wit her
At least for Hailie's sake, I maybe made some mistakes
But I'm only human but I'm man enough to face 'em today

What I did was stupid, no doubt it was dumb
But the smartest shit I did was take the bullets outta that gun
'Cause I'd of killed 'em, shit I would've shot Kim and them both
It's my life, I'd like to welcome y'all to the Eminem show

I'm sorry mama, I Never meant to hurt you
I Never meant to make you cry
But tonight, I'm cleanin' out my closet
One more time

I said, ""I'm sorry mama, I Never meant to hurt you
I Never meant to make you cry
But tonight I'm cleanin' out my closet, ha""

Now I would never diss my own mama just to get recognition
Take a second to listen 'fore you think this record is dissin'
But put yourself in my position, just try to envision
Witnessin' your mama poppin' prescription pills in the kitchen

Bitchin' that someone's always goin' through her purse and shit's missin'
Goin' through public housin' systems, victim of Munchausen's syndrome
My whole life I was made to believe I was sick when I wasn't
'Til I grew up, now I blew up it makes you sick to ya stomach, doesn't it?

Wasn't it the reason you made that CD for me, Ma?
So you could try to justify the way you treated me, Ma?
But guess what, ya gettin' older now and it's cold when yaw lonely
And Nathan's growin' up so quick he's going to know that you're phony

And Hailie's getting' so big now, you should see her, she's beautiful
But you'll never see her, she won't even be at your funeral
See what hurts me the most, is you won't admit you was wrong
Screw this song, keep tellin' yourself that you was a mom

But how dare you try to take what you didn't help me to get
You selfish bitch, I hope you fuckin' burn in Hell for this shit
Remember when Ronnie died and you said you wished it was me?
Well guess what, I am dead, dead to you as can be!

I'm sorry mama, I never meant to hurt you
I Never meant to make you cry
But tonight I'm cleanin' out my closet
One more time

I said, ""I'm sorry mama, I Never meant to hurt you
I never meant to make you cry
But tonight I'm cleanin' out my closet""</p>
]",cleanin out my closet,,3687,
464,"
Yeah
It's my life
My own words I guess

Have you ever loved someone so much, you'd give an arm for?
Not the expression, no, literally give an arm for?
When they know they're your heart
And you know you were their armor
And you will destroy anyone who would try to harm 'em
But what happens when karma turns right around and bites you?
And everything you stand for turns on you to spite you?
What happens when you become the main source of a pain?
""Daddy look what I made"", Dad's gotta go catch a plane
""Daddy where's Mommy? I can't find Mommy where is she?""
I don't know go play Hailie, baby, your Daddy's busy
Daddy's writing this song, this song ain't gonna write itself
I'll give you one underdog then you gotta swing by yourself
Then turn right around in that song and tell her you love her
And put hands on her mother, who's a spitting image of her
That's Slim Shady, yeah baby, Slim Shady's crazy
Shady made me, but tonight Shady's rocka-by-baby

And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back
And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back, I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back

I keep having this dream, I'm pushin' Hailie on the swing
She keeps screaming, she don't want me to sing
""You're making Mommy cry, why? Why is Mommy crying?""
Baby, Daddy ain't leaving no more, ""Daddy you're lying
""You always say that, you always say this is the last time
""But you ain't leaving no more, Daddy you're mine""
She's pilling boxes in front of the door trying to block it
""Daddy please, Daddy don't leave, Daddy - no stop it!""
Goes in her pocket, pulls out a tiny necklace locket
It's got a picture, ""this'll keep you safe Daddy, take it withcha'""
I look up, it's just me standing in the mirror
These fuckin' walls must be talking, 'cuz man I can hear 'em
They're saying ""You've got one more chance to do right"" - and it's tonight
Now go out there and show that you love 'em before it's too late
And just as I go to walk out of my bedroom door
It turns to a stage, they're gone, and this spotlight is on
And I'm singing

And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back
And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back, I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back

Sixty thousand people, all jumping out their seat
The curtain closes, they're throwing roses at my feet
I take a bow and thank you all for coming out
They're screaming so loud, I take one last look at the crowd
I glance down, I don't believe what I'm seeing
""Daddy it's me, help Mommy, her wrists are bleeding,""
But baby we're in Sweden, how did you get to Sweden?
""I followed you Daddy, you told me that you weren't leavin'
""You lied to me Dad, and now you make Mommy sad
""And I bought you this coin, it says 'Number One Dad'
""That's all I wanted, I just want to give you this coin
""I get the point - fine, me and Mommy are gone""
But baby wait, ""It's too late Dad, you made the choice
""Now go up there and show 'em that you love 'em more than us""
That's what they want, they want you Marshall, they keep screamin' your name
It's no wonder you can't go to sleep, just take another pill
Yeah, I bet you you will. You rap about it, yeah, word, k-keep it real
I hear applause, all this time I couldn't see
How could it be, that the curtain is closing on me
I turn around, find a gun on the ground, cock it
Put it to my brain and scream ""die Shady"" and pop it
The sky darkens, my life flashes, the plane that I was supposed to be on crashes and burns to ashes
That's when I wake up, alarm clock's ringin', there's birds singin'
It's Spring and Hailie's outside swinging, I walk right up to Kim and kiss her
Tell her I miss her, Hailie just smiles and winks at her little sister
Almost as if to say

And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that and when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back
And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back</p>
]",when i m gone instrumental,,4983,
